    ,word            ,x                     ,y                   ,count,part_of_speech
0   ,i               ,-7.027657985687256    ,32.633670806884766  ,4493 ,PRP
1   ,well            ,-4.278951168060303    ,24.82909393310547   ,414  ,UH
2   ,","             ,-8.535736083984375    ,1.9312883615493774  ,39731,","
3   ,prince          ,-10.101993560791016   ,-18.029993057250977 ,1579 ,NNP
4   ,so              ,-13.071446418762207   ,29.501680374145508  ,1711 ,RB
5   ,and             ,-9.877558708190918    ,1.3107956647872925  ,22213,CC
6   ,are             ,23.90091323852539     ,43.92500686645508   ,1286 ,VBP
7   ,now             ,-6.997040271759033    ,10.508415222167969  ,1328 ,RB
8   ,just            ,-6.714015483856201    ,9.812895774841309   ,567  ,RB
9   ,family          ,10.864649772644043    ,-25.834758758544922 ,144  ,NN
10  ,estates         ,15.0532808303833      ,-30.527938842773438 ,33   ,NNS
11  ,of              ,8.873945236206055     ,5.899838924407959   ,14857,IN
12  ,the             ,-0.6865569949150085   ,-0.896874189376831  ,34545,DT
13  ,.               ,4.616528034210205     ,13.704941749572754  ,24757,.
14  ,but             ,-4.572237014770508    ,11.292427062988281  ,4008 ,CC
15  ,you             ,-6.927979469299316    ,32.56092071533203   ,3792 ,PRP
16  ,if              ,-5.937305927276611    ,12.507452964782715  ,1293 ,IN
17  ,do              ,34.24441909790039     ,35.44431686401367   ,842  ,VBP
18  ,n’t             ,-7.384010314941406    ,25.14202880859375   ,1143 ,RB
19  ,tell            ,57.38758087158203     ,13.053105354309082  ,321  ,VB
20  ,me              ,-5.032595634460449    ,31.846731185913086  ,1272 ,PRP
21  ,that            ,-12.233442306518555   ,23.970914840698242  ,4342 ,IN
22  ,this            ,0.9595106244087219    ,1.1583009958267212  ,2071 ,DT
23  ,war             ,26.808679580688477    ,-22.50706672668457  ,275  ,NN
24  ,still           ,-23.817842483520508   ,8.331506729125977   ,675  ,RB
25  ,to              ,31.26186180114746     ,31.319141387939453  ,8609 ,TO
26  ,by              ,8.572625160217285     ,6.68880033493042    ,2345 ,IN
27  ,that            ,1.0449100732803345    ,1.2968348264694214  ,2529 ,DT
28  ,—               ,10.930649757385254    ,1.8147320747375488  ,335  ,.
29  ,really          ,-7.7896528244018555   ,16.434917449951172  ,203  ,RB
30  ,he              ,-6.903365135192871    ,-24.043670654296875 ,9985 ,PRP
31  ,is              ,23.21589469909668     ,33.7217903137207    ,3293 ,VBZ
32  ,will            ,30.92621421813965     ,36.854736328125     ,881  ,MD
33  ,have            ,48.19425964355469     ,7.401345729827881   ,891  ,VB
34  ,nothing         ,-27.422147750854492   ,5.483028888702393   ,470  ,NN
35  ,more            ,-26.968544006347656   ,30.92329978942871   ,406  ,JJR
36  ,do              ,53.58272933959961     ,7.043948650360107   ,727  ,VB
37  ,with            ,7.898558616638184     ,10.49207878112793   ,5663 ,IN
38  ,no              ,-17.41739273071289    ,25.429630279541016  ,181  ,RB
39  ,longer          ,-4.712780475616455    ,11.91385269165039   ,150  ,RBR
40  ,my              ,-10.123835563659668   ,34.77016067504883   ,1224 ,PRP$
41  ,friend          ,-2.4644734859466553   ,-17.206218719482422 ,180  ,NN
42  ,‘               ,-1.6650938987731934   ,20.602027893066406  ,78   ,``
43  ,’               ,0.7473977208137512    ,29.14806365966797   ,126  ,''
44  ,as              ,-6.921509742736816    ,5.029577732086182   ,3454 ,IN
45  ,yourself        ,-6.196239471435547    ,31.035985946655273  ,117  ,PRP
46  ,!               ,-0.8537766337394714   ,22.50826644897461   ,3902 ,.
47  ,how             ,-13.54670238494873    ,26.18855857849121   ,1006 ,WRB
48  ,?               ,-0.719921350479126    ,22.276065826416016  ,3122 ,.
49  ,see             ,25.49236297607422     ,40.8453369140625    ,151  ,VBP
50  ,have            ,38.12237548828125     ,29.5632266998291    ,1110 ,VBP
51  ,—               ,-1.4147382974624634   ,12.331979751586914  ,99   ,MD
52  ,sit             ,54.811241149902344    ,18.796798706054688  ,63   ,VB
53  ,down            ,-42.34957504272461    ,-1.5727005004882812 ,516  ,RP
54  ,all             ,-23.708740234375      ,3.7078826427459717  ,915  ,PDT
55  ,news            ,14.864248275756836    ,-35.033348083496094 ,169  ,NN
56  ,”               ,2.968195676803589     ,26.685466766357422  ,8383 ,''
57  ,it              ,-7.9779372215271      ,13.079007148742676  ,5597 ,PRP
58  ,was             ,35.0504150390625      ,25.501100540161133  ,7369 ,VBD
59  ,in              ,7.560662746429443     ,7.673763275146484   ,8652 ,IN
60  ,well            ,-24.7719783782959     ,20.61680030822754   ,302  ,RB
61  ,-               ,-38.31310272216797    ,-12.992141723632812 ,1659 ,HYPH
62  ,known           ,-0.9196775555610657   ,47.09641647338867   ,142  ,VBN
63  ,anna            ,-5.581634998321533    ,-21.156719207763672 ,293  ,NNP
64  ,pávlovna        ,-4.312057971954346    ,-13.988508224487305 ,152  ,NNP
65  ,maid            ,-14.919798851013184   ,-22.470523834228516 ,58   ,NN
66  ,honor           ,26.49240493774414     ,-0.20142732560634613,151  ,NN
67  ,favorite        ,-0.6504917144775391   ,-16.85617446899414  ,32   ,JJ
68  ,márya           ,-7.716547966003418    ,-21.214557647705078 ,114  ,NNP
69  ,these           ,-2.8874247074127197   ,-6.54424524307251   ,590  ,DT
70  ,words           ,6.912851810455322     ,-18.353303909301758 ,395  ,NNS
71  ,she             ,-8.989195823669434    ,-19.93924903869629  ,3485 ,PRP
72  ,vasíli          ,-1.703454613685608    ,-25.604961395263672 ,243  ,NNP
73  ,kurágin         ,-3.6300621032714844   ,-22.666627883911133 ,66   ,NNP
74  ,a               ,-0.23880258202552795  ,0.20407962799072266 ,10504,DT
75  ,man             ,-17.975019454956055   ,-24.92275047302246  ,1183 ,NN
76  ,high            ,-29.90169334411621    ,-8.633030891418457  ,101  ,JJ
77  ,importance      ,8.45035457611084      ,0.7864503860473633  ,47   ,NN
78  ,who             ,-4.765138626098633    ,0.86327064037323    ,2166 ,WP
79  ,first           ,2.3435168266296387    ,3.144317150115967   ,464  ,JJ
80  ,at              ,4.075371742248535     ,9.008099555969238   ,4366 ,IN
81  ,her             ,-9.252273559570312    ,-13.27952766418457  ,2979 ,PRP$
82  ,reception       ,-23.852930068969727   ,-30.83730125427246  ,48   ,NN
83  ,had             ,38.01646423339844     ,27.821470260620117  ,5253 ,VBD
84  ,had             ,-0.10022319108247757  ,45.64817428588867   ,119  ,VBN
85  ,for             ,2.6412761211395264    ,11.65895938873291   ,3525 ,IN
86  ,some            ,1.7386499643325806    ,-1.1269813776016235 ,846  ,DT
87  ,days            ,7.838146209716797     ,-54.252227783203125 ,194  ,NNS
